"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","immune_system_processes","inflammatory_response","regulation_of_immune_system_processes","regulation_of_inflammatory_response","immune_response_regulating_signaling_pathway","cytokine_production","cytokine_mediated_signaling_pathway","defence_response_to_other_organism","leukocyte_proliferation"
"GO:0000184","GO:0000184","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",92,0.518713020013511,1.97118288933829,4.22104267254709e-05,0.0017502602523608,0.00154719899511069,2987,"tags=67%, list=26%, signal=50%","ENSG00000231500/ENSG00000167526/ENSG00000233927/ENSG00000162244/ENSG00000164587/ENSG00000182899/ENSG00000197756/ENSG00000174748/ENSG00000125691/ENSG00000156482/ENSG00000189266/ENSG00000171858/ENSG00000142534/ENSG00000145592/ENSG00000182774/ENSG00000083845/ENSG00000221983/ENSG00000105640/ENSG00000063177/ENSG00000109475/ENSG00000112306/ENSG00000134419/ENSG00000147604/ENSG00000114391/ENSG00000198242/ENSG00000136942/ENSG00000148303/ENSG00000108107/ENSG00000137154/ENSG00000161016/ENSG00000105372/ENSG00000142937/ENSG00000188846/ENSG00000110700/ENSG00000198918/ENSG00000166441/ENSG00000170889/ENSG00000089009/ENSG00000008988/ENSG00000171863/ENSG00000118181/ENSG00000198755/ENSG00000145425/ENSG00000174444/ENSG00000104408/ENSG00000115268/ENSG00000149273/ENSG00000122026/ENSG00000163682/ENSG00000142541/ENSG00000142676/ENSG00000131469/ENSG00000105193/ENSG00000197958/ENSG00000130255/ENSG00000172809/ENSG00000168028/ENSG00000108298/ENSG00000151065/ENSG00000137818/ENSG00000138326/ENSG00000089157","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006275","GO:0006275","GO:0006275","regulation of DNA replication",80,-0.591962262537643,-1.80593092424389,7.01494982191333e-05,0.00282127568401612,0.0024939576256458,2373,"tags=46%, list=21%, signal=37%","ENSG00000183765/ENSG00000140534/ENSG00000141510/ENSG00000128908/ENSG00000113575/ENSG00000084073/ENSG00000204371/ENSG00000136238/ENSG00000152193/ENSG00000138375/ENSG00000111445/ENSG00000069275/ENSG00000134452/ENSG00000165283/ENSG00000135336/ENSG00000256525/ENSG00000176208/ENSG00000146648/ENSG00000049541/ENSG00000006634/ENSG00000182156/ENSG00000198783/ENSG00000112312/ENSG00000133119/ENSG00000164815/ENSG00000136982/ENSG00000132646/ENSG00000159147/ENSG00000112029/ENSG00000165891/ENSG00000171320/ENSG00000129173/ENSG00000168802/ENSG00000161692/ENSG00000111732/ENSG00000145386/ENSG00000138798","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007040","GO:0007040","GO:0007040","lysosome organization",58,0.580476602850052,2.04532849168754,7.41482507400242e-05,0.00293791846821029,0.00259706777640693,2195,"tags=43%, list=19%, signal=35%","ENSG00000120280/ENSG00000177628/ENSG00000179331/ENSG00000188906/ENSG00000166340/ENSG00000112561/ENSG00000049860/ENSG00000102805/ENSG00000138760/ENSG00000146352/ENSG00000131238/ENSG00000143553/ENSG00000104142/ENSG00000164961/ENSG00000165029/ENSG00000101955/ENSG00000100099/ENSG00000244045/ENSG00000111670/ENSG00000188603/ENSG00000149357/ENSG00000132842/ENSG00000104133/ENSG00000103174/ENSG00000106460","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0080171","GO:0080171","GO:0080171","lytic vacuole organization",58,0.580476602850052,2.04532849168754,7.41482507400242e-05,0.00293791846821029,0.00259706777640693,2195,"tags=43%, list=19%, signal=35%","ENSG00000120280/ENSG00000177628/ENSG00000179331/ENSG00000188906/ENSG00000166340/ENSG00000112561/ENSG00000049860/ENSG00000102805/ENSG00000138760/ENSG00000146352/ENSG00000131238/ENSG00000143553/ENSG00000104142/ENSG00000164961/ENSG00000165029/ENSG00000101955/ENSG00000100099/ENSG00000244045/ENSG00000111670/ENSG00000188603/ENSG00000149357/ENSG00000132842/ENSG00000104133/ENSG00000103174/ENSG00000106460","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0032465","GO:0032465","GO:0032465","regulation of cytokinesis",60,-0.631272936224224,-1.84575477037338,8.87733418379046e-05,0.00344093192384747,0.00304172274245513,523,"tags=25%, list=5%, signal=24%","ENSG00000198901/ENSG00000178999/ENSG00000161800/ENSG00000149503/ENSG00000165891/ENSG00000138182/ENSG00000122966/ENSG00000114346/ENSG00000129173/ENSG00000137807/ENSG00000087586/ENSG00000118193/ENSG00000142731/ENSG00000166851/ENSG00000112984","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0002042","GO:0002042","GO:0002042","cell migration involved in sprouting angiogenesis",42,0.638117473463201,2.1140281147878,9.78354997692298e-05,0.00373801491618293,0.00330433883431113,1447,"tags=38%, list=13%, signal=33%","ENSG00000137801/ENSG00000179388/ENSG00000145147/ENSG00000099250/ENSG00000128917/ENSG00000100292/ENSG00000166923/ENSG00000148400/ENSG00000100065/ENSG00000006638/ENSG00000173269/ENSG00000125266/ENSG00000128052/ENSG00000123358/ENSG00000135046/ENSG00000048052","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0040013","GO:0040013","GO:0040013","negative regulation of locomotion",216,0.390898834522755,1.66033866198923,0.000101005923878919,0.00380479356921364,0.0033633699782365,1777,"tags=31%, list=16%, signal=27%","ENSG00000112175/ENSG00000162552/ENSG00000123612/ENSG00000163686/ENSG00000196090/ENSG00000137801/ENSG00000106991/ENSG00000122592/ENSG00000134830/ENSG00000145147/ENSG00000164938/ENSG00000101280/ENSG00000081189/ENSG00000146674/ENSG00000099250/ENSG00000175471/ENSG00000128917/ENSG00000075213/ENSG00000166780/ENSG00000138623/ENSG00000185532/ENSG00000138061/ENSG00000015413/ENSG00000100292/ENSG00000185033/ENSG00000166923/ENSG00000139146/ENSG00000148400/ENSG00000153993/ENSG00000171522/ENSG00000173334/ENSG00000120129/ENSG00000100065/ENSG00000164690/ENSG00000108187/ENSG00000092421/ENSG00000006638/ENSG00000173269/ENSG00000125249/ENSG00000128271/ENSG00000164741/ENSG00000153233/ENSG00000168758/ENSG00000122707/ENSG00000105894/ENSG00000168675/ENSG00000159167/ENSG00000066056/ENSG00000107562/ENSG00000187391/ENSG00000123384/ENSG00000196369/ENSG00000118689/ENSG00000089820/ENSG00000143434/ENSG00000082684/ENSG00000167680/ENSG00000143537/ENSG00000103034/ENSG00000112679/ENSG00000204472/ENSG00000152661/ENSG00000181467/ENSG00000197381/ENSG00000139567/ENSG00000107937/ENSG00000276644","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0061641","GO:0061641","GO:0061641","CENP-A containing chromatin organization",19,-0.80884990879516,-1.92599179318528,0.000107500981634881,0.00393950929205723,0.0034824562859602,978,"tags=58%, list=9%, signal=53%","ENSG00000162521/ENSG00000132780/ENSG00000197837/ENSG00000102384/ENSG00000159055/ENSG00000129534/ENSG00000166451/ENSG00000188312/ENSG00000102901/ENSG00000123219/ENSG00000100162","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050920","GO:0050920","GO:0050920","regulation of chemotaxis",148,0.428801854241412,1.76380883773162,0.000107528202774417,0.00393950929205723,0.0034824562859602,1659,"tags=32%, list=15%, signal=28%","ENSG00000113721/ENSG00000150455/ENSG00000137285/ENSG00000137801/ENSG00000146242/ENSG00000119630/ENSG00000185652/ENSG00000134830/ENSG00000145147/ENSG00000100600/ENSG00000133789/ENSG00000198121/ENSG00000183087/ENSG00000169508/ENSG00000099250/ENSG00000174600/ENSG00000170962/ENSG00000075213/ENSG00000089060/ENSG00000127129/ENSG00000169313/ENSG00000138623/ENSG00000070193/ENSG00000185033/ENSG00000166923/ENSG00000148400/ENSG00000153993/ENSG00000121966/ENSG00000120129/ENSG00000182578/ENSG00000092421/ENSG00000166900/ENSG00000125266/ENSG00000128052/ENSG00000168758/ENSG00000105894/ENSG00000100034/ENSG00000167207/ENSG00000156427/ENSG00000107562/ENSG00000112562/ENSG00000143434/ENSG00000082684/ENSG00000167680/ENSG00000126353/ENSG00000100311/ENSG00000204472/ENSG00000128340","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0001974","GO:0001974","GO:0001974","blood vessel remodeling",24,0.733800199909877,2.12909689072627,0.000119747613161206,0.00430111089423386,0.00380210568367889,942,"tags=42%, list=8%, signal=38%","ENSG00000182492/ENSG00000054598/ENSG00000037280/ENSG00000081189/ENSG00000105997/ENSG00000128917/ENSG00000167601/ENSG00000070193/ENSG00000198959/ENSG00000165240","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0046605","GO:0046605","GO:0046605","regulation of centrosome cycle",39,-0.685770884772853,-1.86796272138345,0.000119810342725901,0.00430111089423386,0.00380210568367889,1211,"tags=28%, list=11%, signal=25%","ENSG00000169136/ENSG00000141577/ENSG00000151849/ENSG00000147316/ENSG00000163611/ENSG00000178295/ENSG00000087586/ENSG00000111554/ENSG00000142731/ENSG00000123473/ENSG00000162063","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0022412","GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism",194,-0.490053909703194,-1.63426609981106,0.000122950755123814,0.00438442392771519,0.00387575292642927,1725,"tags=29%, list=15%, signal=25%","ENSG00000134278/ENSG00000132475/ENSG00000173809/ENSG00000181378/ENSG00000182749/ENSG00000204991/ENSG00000120498/ENSG00000144061/ENSG00000272514/ENSG00000149311/ENSG00000144451/ENSG00000047188/ENSG00000141577/ENSG00000134874/ENSG00000177707/ENSG00000110492/ENSG00000088986/ENSG00000198783/ENSG00000164113/ENSG00000143452/ENSG00000168556/ENSG00000198765/ENSG00000163661/ENSG00000161594/ENSG00000255346/ENSG00000095002/ENSG00000136492/ENSG00000137090/ENSG00000112530/ENSG00000100918/ENSG00000160207/ENSG00000158169/ENSG00000104044/ENSG00000133101/ENSG00000188372/ENSG00000077800/ENSG00000001626/ENSG00000137819/ENSG00000170820/ENSG00000112029/ENSG00000112981/ENSG00000100078/ENSG00000160188/ENSG00000174948/ENSG00000152670/ENSG00000121621/ENSG00000157456/ENSG00000087586/ENSG00000122641/ENSG00000112742/ENSG00000101489/ENSG00000131747/ENSG00000256453/ENSG00000141384/ENSG00000166851/ENSG00000017427/ENSG00000134057","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006413","GO:0006413","GO:0006413","translational initiation",146,0.43143617829121,1.77026492819036,0.00015628367387314,0.00525761868897754,0.00464764159575072,3019,"tags=54%, list=26%, signal=40%","ENSG00000148730/ENSG00000175390/ENSG00000187840/ENSG00000231500/ENSG00000167526/ENSG00000233927/ENSG00000162244/ENSG00000164587/ENSG00000182899/ENSG00000197756/ENSG00000174748/ENSG00000125691/ENSG00000156482/ENSG00000171858/ENSG00000175376/ENSG00000142534/ENSG00000145592/ENSG00000182774/ENSG00000083845/ENSG00000221983/ENSG00000105640/ENSG00000063177/ENSG00000109475/ENSG00000112306/ENSG00000134419/ENSG00000147604/ENSG00000114391/ENSG00000198242/ENSG00000086232/ENSG00000136942/ENSG00000148303/ENSG00000108107/ENSG00000137154/ENSG00000100129/ENSG00000161016/ENSG00000105372/ENSG00000142937/ENSG00000188846/ENSG00000110700/ENSG00000173812/ENSG00000147677/ENSG00000198918/ENSG00000123908/ENSG00000166441/ENSG00000170889/ENSG00000089009/ENSG00000008988/ENSG00000171863/ENSG00000118181/ENSG00000198755/ENSG00000145425/ENSG00000174444/ENSG00000104408/ENSG00000115268/ENSG00000149273/ENSG00000163412/ENSG00000122026/ENSG00000071051/ENSG00000163682/ENSG00000142541/ENSG00000142676/ENSG00000131469/ENSG00000105193/ENSG00000197958/ENSG00000156976/ENSG00000130255/ENSG00000172809/ENSG00000205944/ENSG00000152430/ENSG00000009307/ENSG00000168028/ENSG00000149100/ENSG00000063046/ENSG00000108298/ENSG00000130811/ENSG00000137818/ENSG00000138326/ENSG00000089157/ENSG00000158092","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0030336","GO:0030336","GO:0030336","negative regulation of cell migration",181,0.397034803806123,1.66517892623364,0.000166024599179891,0.00549034905070643,0.00485337110444122,1777,"tags=31%, list=16%, signal=27%","ENSG00000112175/ENSG00000162552/ENSG00000123612/ENSG00000163686/ENSG00000196090/ENSG00000137801/ENSG00000106991/ENSG00000122592/ENSG00000134830/ENSG00000145147/ENSG00000164938/ENSG00000101280/ENSG00000081189/ENSG00000146674/ENSG00000175471/ENSG00000128917/ENSG00000075213/ENSG00000166780/ENSG00000185532/ENSG00000138061/ENSG00000015413/ENSG00000100292/ENSG00000166923/ENSG00000139146/ENSG00000148400/ENSG00000171522/ENSG00000173334/ENSG00000120129/ENSG00000100065/ENSG00000164690/ENSG00000108187/ENSG00000006638/ENSG00000173269/ENSG00000125249/ENSG00000164741/ENSG00000153233/ENSG00000122707/ENSG00000105894/ENSG00000168675/ENSG00000159167/ENSG00000066056/ENSG00000107562/ENSG00000187391/ENSG00000123384/ENSG00000196369/ENSG00000118689/ENSG00000089820/ENSG00000143537/ENSG00000103034/ENSG00000112679/ENSG00000204472/ENSG00000152661/ENSG00000181467/ENSG00000197381/ENSG00000139567/ENSG00000107937/ENSG00000276644","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051606","GO:0051606","GO:0051606","detection of stimulus",148,-0.509763005190371,-1.66294833381993,0.000166280902264805,0.00549034905070643,0.00485337110444122,2615,"tags=42%, list=23%, signal=33%","ENSG00000163918/ENSG00000095464/ENSG00000109943/ENSG00000170558/ENSG00000010810/ENSG00000101188/ENSG00000169962/ENSG00000070950/ENSG00000143919/ENSG00000073060/ENSG00000143799/ENSG00000103241/ENSG00000137601/ENSG00000122733/ENSG00000104321/ENSG00000126001/ENSG00000179002/ENSG00000111445/ENSG00000006128/ENSG00000156194/ENSG00000180245/ENSG00000132383/ENSG00000120049/ENSG00000062822/ENSG00000061794/ENSG00000163485/ENSG00000149269/ENSG00000164418/ENSG00000021300/ENSG00000109047/ENSG00000049541/ENSG00000112599/ENSG00000130711/ENSG00000132932/ENSG00000130561/ENSG00000160226/ENSG00000116745/ENSG00000104237/ENSG00000198400/ENSG00000180376/ENSG00000182450/ENSG00000106399/ENSG00000129221/ENSG00000117748/ENSG00000130943/ENSG00000083067/ENSG00000133119/ENSG00000198515/ENSG00000067715/ENSG00000132646/ENSG00000112041/ENSG00000143476/ENSG00000106633/ENSG00000102104/ENSG00000186862/ENSG00000060718/ENSG00000277481/ENSG00000105707/ENSG00000173302/ENSG00000095397/ENSG00000116703/ENSG00000086717","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0062012","GO:0062012","GO:0062012","regulation of small molecule metabolic process",324,-0.438002664681761,-1.51302500339287,0.000236749642535433,0.00758307687378461,0.00670330535309905,2621,"tags=36%, list=23%, signal=29%","ENSG00000100902/ENSG00000142507/ENSG00000094914/ENSG00000082701/ENSG00000213024/ENSG00000058804/ENSG00000069248/ENSG00000178567/ENSG00000197122/ENSG00000205629/ENSG00000108671/ENSG00000165280/ENSG00000176410/ENSG00000204264/ENSG00000100911/ENSG00000153086/ENSG00000101188/ENSG00000125845/ENSG00000165916/ENSG00000100519/ENSG00000108344/ENSG00000141510/ENSG00000181019/ENSG00000124713/ENSG00000154611/ENSG00000189403/ENSG00000136930/ENSG00000096717/ENSG00000143799/ENSG00000155561/ENSG00000058668/ENSG00000084073/ENSG00000113569/ENSG00000119938/ENSG00000099341/ENSG00000115361/ENSG00000157020/ENSG00000103254/ENSG00000175166/ENSG00000277791/ENSG00000092010/ENSG00000072310/ENSG00000114650/ENSG00000163002/ENSG00000163344/ENSG00000008018/ENSG00000084734/ENSG00000063176/ENSG00000131467/ENSG00000219607/ENSG00000168209/ENSG00000168389/ENSG00000185627/ENSG00000173208/ENSG00000089250/ENSG00000041357/ENSG00000111664/ENSG00000103035/ENSG00000143106/ENSG00000126067/ENSG00000108559/ENSG00000156521/ENSG00000067992/ENSG00000173531/ENSG00000235608/ENSG00000083535/ENSG00000166260/ENSG00000115233/ENSG00000109047/ENSG00000184207/ENSG00000173692/ENSG00000167244/ENSG00000100567/ENSG00000278540/ENSG00000112599/ENSG00000181649/ENSG00000130203/ENSG00000172893/ENSG00000087191/ENSG00000013275/ENSG00000132376/ENSG00000075188/ENSG00000093000/ENSG00000062282/ENSG00000111684/ENSG00000170522/ENSG00000170525/ENSG00000198911/ENSG00000125398/ENSG00000118137/ENSG00000167114/ENSG00000100003/ENSG00000084674/ENSG00000171631/ENSG00000109929/ENSG00000099194/ENSG00000167508/ENSG00000115687/ENSG00000012660/ENSG00000115263/ENSG00000113161/ENSG00000187097/ENSG00000100078/ENSG00000169710/ENSG00000167910/ENSG00000248746/ENSG00000160752/ENSG00000079459/ENSG00000147465/ENSG00000106633/ENSG00000149809/ENSG00000110921/ENSG00000001630/ENSG00000112972/ENSG00000017427/ENSG00000160285/ENSG00000104549/ENSG00000073734","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0046479","GO:0046479","GO:0046479","glycosphingolipid catabolic process",11,0.856252028186398,2.10317611752548,0.000258713291306573,0.00823724639999322,0.00728157960243815,999,"tags=55%, list=9%, signal=50%","ENSG00000198951/ENSG00000177628/ENSG00000102393/ENSG00000049860/ENSG00000196743/ENSG00000204386","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0090068","GO:0090068","GO:0090068","positive regulation of cell cycle process",197,-0.473091314707574,-1.58043529427123,0.000264400396279046,0.00836850721713973,0.0073976118348519,1425,"tags=22%, list=12%, signal=19%","ENSG00000176208/ENSG00000100823/ENSG00000053900/ENSG00000149311/ENSG00000115738/ENSG00000146648/ENSG00000167244/ENSG00000109132/ENSG00000106462/ENSG00000006634/ENSG00000103056/ENSG00000151849/ENSG00000075218/ENSG00000124688/ENSG00000181965/ENSG00000137090/ENSG00000176749/ENSG00000146670/ENSG00000164109/ENSG00000132646/ENSG00000178999/ENSG00000013573/ENSG00000161800/ENSG00000112029/ENSG00000165891/ENSG00000138182/ENSG00000122966/ENSG00000114346/ENSG00000170312/ENSG00000143476/ENSG00000129173/ENSG00000178295/ENSG00000137807/ENSG00000087586/ENSG00000175063/ENSG00000161692/ENSG00000118193/ENSG00000142731/ENSG00000126787/ENSG00000017427/ENSG00000134057/ENSG00000080986/ENSG00000138798","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0035924","GO:0035924","GO:0035924","cellular response to vascular endothelial growth factor stimulus",48,0.58417065175021,1.99745620918775,0.000271669238044393,0.00854799267234977,0.00755627379130288,1178,"tags=31%, list=10%, signal=28%","ENSG00000183287/ENSG00000054598/ENSG00000113721/ENSG00000037280/ENSG00000162692/ENSG00000119630/ENSG00000179388/ENSG00000099250/ENSG00000128917/ENSG00000148400/ENSG00000156140/ENSG00000092421/ENSG00000128052/ENSG00000123358/ENSG00000135046","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007229","GO:0007229","GO:0007229","integrin-mediated signaling pathway",65,0.541144857755278,1.95025422419335,0.000323029591505523,0.00993037520093701,0.00877827540860743,1747,"tags=37%, list=15%, signal=31%","ENSG00000154734/ENSG00000158856/ENSG00000115232/ENSG00000115956/ENSG00000160323/ENSG00000099250/ENSG00000077943/ENSG00000101336/ENSG00000082781/ENSG00000138623/ENSG00000141968/ENSG00000149781/ENSG00000165025/ENSG00000000938/ENSG00000115414/ENSG00000105894/ENSG00000144668/ENSG00000213949/ENSG00000140678/ENSG00000118523/ENSG00000073712/ENSG00000143537/ENSG00000166333/ENSG00000135605","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007018","GO:0007018","GO:0007018","microtubule-based movement",241,-0.45414524903892,-1.54419096267731,0.000335830592304334,0.0101489143403157,0.0089714601286415,1675,"tags=28%, list=15%, signal=24%","ENSG00000158486/ENSG00000173805/ENSG00000181378/ENSG00000154429/ENSG00000079974/ENSG00000072864/ENSG00000272514/ENSG00000164038/ENSG00000126870/ENSG00000264364/ENSG00000158560/ENSG00000084731/ENSG00000114446/ENSG00000284862/ENSG00000165115/ENSG00000119650/ENSG00000179532/ENSG00000144451/ENSG00000204104/ENSG00000118965/ENSG00000117155/ENSG00000172426/ENSG00000068796/ENSG00000141577/ENSG00000138095/ENSG00000112290/ENSG00000154099/ENSG00000165506/ENSG00000088986/ENSG00000032742/ENSG00000146221/ENSG00000128581/ENSG00000159079/ENSG00000117245/ENSG00000138036/ENSG00000183833/ENSG00000122735/ENSG00000168556/ENSG00000132681/ENSG00000156042/ENSG00000141013/ENSG00000100346/ENSG00000163462/ENSG00000237649/ENSG00000084674/ENSG00000080572/ENSG00000131044/ENSG00000161800/ENSG00000112981/ENSG00000174844/ENSG00000105479/ENSG00000100078/ENSG00000163808/ENSG00000152670/ENSG00000138182/ENSG00000167858/ENSG00000121621/ENSG00000152763/ENSG00000137807/ENSG00000256061/ENSG00000171885/ENSG00000138778/ENSG00000118193/ENSG00000126787/ENSG00000090889/ENSG00000112984/ENSG00000158023","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0019932","GO:0019932","GO:0019932","second-messenger-mediated signaling",197,0.371787732143059,1.57902786648608,0.00034852778118317,0.0104501203032512,0.00923772085332319,1033,"tags=24%, list=9%, signal=23%","ENSG00000012124/ENSG00000160683/ENSG00000136931/ENSG00000182759/ENSG00000007908/ENSG00000072954/ENSG00000106128/ENSG00000115641/ENSG00000137801/ENSG00000158856/ENSG00000115956/ENSG00000162692/ENSG00000213648/ENSG00000198121/ENSG00000151067/ENSG00000175471/ENSG00000174600/ENSG00000188906/ENSG00000136160/ENSG00000100968/ENSG00000101082/ENSG00000127129/ENSG00000169313/ENSG00000185532/ENSG00000010671/ENSG00000071282/ENSG00000183454/ENSG00000173585/ENSG00000068383/ENSG00000138193/ENSG00000114757/ENSG00000148730/ENSG00000079337/ENSG00000186642/ENSG00000244165/ENSG00000117602/ENSG00000121966/ENSG00000153904/ENSG00000129048/ENSG00000112541/ENSG00000165025/ENSG00000118729/ENSG00000171408/ENSG00000005882/ENSG00000183134/ENSG00000133019/ENSG00000180535/ENSG00000128052","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0030168","GO:0030168","GO:0030168","platelet activation",106,0.466909965886823,1.81107774006968,0.000351658563205313,0.0104501203032512,0.00923772085332319,1747,"tags=33%, list=15%, signal=28%","ENSG00000244734/ENSG00000274286/ENSG00000169704/ENSG00000178732/ENSG00000158856/ENSG00000069018/ENSG00000115956/ENSG00000160323/ENSG00000043462/ENSG00000169313/ENSG00000167601/ENSG00000154127/ENSG00000185532/ENSG00000166501/ENSG00000189114/ENSG00000142615/ENSG00000141968/ENSG00000153208/ENSG00000149781/ENSG00000165025/ENSG00000108405/ENSG00000186222/ENSG00000115414/ENSG00000157680/ENSG00000150594/ENSG00000181104/ENSG00000101335/ENSG00000171132/ENSG00000159176/ENSG00000100311/ENSG00000181467/ENSG00000065675/ENSG00000197461/ENSG00000166333/ENSG00000135605","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050864","GO:0050864","GO:0050864","regulation of B cell activation",72,0.51634335133579,1.88117950932342,0.000435017487755698,0.0125211508051871,0.0110684750552293,809,"tags=21%, list=7%, signal=19%","ENSG00000211899/ENSG00000012124/ENSG00000150455/ENSG00000124762/ENSG00000081189/ENSG00000169508/ENSG00000152518/ENSG00000010671/ENSG00000139370/ENSG00000168918/ENSG00000177425/ENSG00000110651/ENSG00000185950/ENSG00000196950/ENSG00000165025","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0048753","GO:0048753","GO:0048753","pigment granule organization",22,0.731664425386187,2.1072046273544,0.000435396158116433,0.0125211508051871,0.0110684750552293,2516,"tags=73%, list=22%, signal=57%","ENSG00000104164/ENSG00000169554/ENSG00000189114/ENSG00000143553/ENSG00000123892/ENSG00000186222/ENSG00000196072/ENSG00000118508/ENSG00000065000/ENSG00000188428/ENSG00000100099/ENSG00000132842/ENSG00000171791/ENSG00000137177/ENSG00000047579/ENSG00000107521","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006687","GO:0006687","GO:0006687","glycosphingolipid metabolic process",51,0.570438282051356,1.99421337683015,0.000471657313708476,0.0134914169573617,0.0119261731110525,1782,"tags=47%, list=16%, signal=40%","ENSG00000184389/ENSG00000008513/ENSG00000198951/ENSG00000177628/ENSG00000064601/ENSG00000170266/ENSG00000111728/ENSG00000177511/ENSG00000104763/ENSG00000102393/ENSG00000140557/ENSG00000049860/ENSG00000166311/ENSG00000197746/ENSG00000196743/ENSG00000135454/ENSG00000100299/ENSG00000204386/ENSG00000235863/ENSG00000103089/ENSG00000157404/ENSG00000174607/ENSG00000158220/ENSG00000257524","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
