"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","Immune_System_Processes","Inflammatory_Response","Immune_Response"
"GO:0050673","GO:0050673","GO:0050673","epithelial cell proliferation",266,0.319658183358992,1.4702649745409,0.00158578551030418,0.0173775662170833,0.013427012840536,1920,"tags=19%, list=14%, signal=17%","ENSG00000143954/ENSG00000197921/ENSG00000137801/ENSG00000112175/ENSG00000171812/ENSG00000146674/ENSG00000136327/ENSG00000037280/ENSG00000115232/ENSG00000136997/ENSG00000134830/ENSG00000100292/ENSG00000119630/ENSG00000183779/ENSG00000179388/ENSG00000099250/ENSG00000081189/ENSG00000114378/ENSG00000164690/ENSG00000119138/ENSG00000136160/ENSG00000148400/ENSG00000128917/ENSG00000154764/ENSG00000107562/ENSG00000129757/ENSG00000139567/ENSG00000108187/ENSG00000103175/ENSG00000134363/ENSG00000167207/ENSG00000019991/ENSG00000070193/ENSG00000174059/ENSG00000123358/ENSG00000172216/ENSG00000172817/ENSG00000172889/ENSG00000183779/ENSG00000166263/ENSG00000169032/ENSG00000116285/ENSG00000175707/ENSG00000157227/ENSG00000157404/ENSG00000153162/ENSG00000165240/ENSG00000100311/ENSG00000114315/ENSG00000111424/ENSG00000166949/ENSG00000128052/ENSG00000179348/ENSG00000107562/ENSG00000126368/ENSG00000139292/ENSG00000118257/ENSG00000092295/ENSG00000148400/ENSG00000108187/ENSG00000143369/ENSG00000111424","FALSE","FALSE","FALSE"
"GO:0032200","GO:0032200","GO:0032200","telomere organization",111,-0.503130985886116,-1.58433745972872,0.00167418824585133,0.0182323606069938,0.0140874813495303,2698,"tags=36%, list=20%, signal=29%","ENSG00000152457/ENSG00000174953/ENSG00000166848/ENSG00000128513/ENSG00000145912/ENSG00000132475/ENSG00000035928/ENSG00000111445/ENSG00000110958/ENSG00000204569/ENSG00000020922/ENSG00000113522/ENSG00000110958/ENSG00000147601/ENSG00000138311/ENSG00000144034/ENSG00000049541/ENSG00000062822/ENSG00000118655/ENSG00000143799/ENSG00000100823/ENSG00000140451/ENSG00000163918/ENSG00000149311/ENSG00000106399/ENSG00000138375/ENSG00000146143/ENSG00000163029/ENSG00000285816/ENSG00000181085/ENSG00000174371/ENSG00000101868/ENSG00000160957/ENSG00000092330/ENSG00000133119/ENSG00000117748/ENSG00000051180/ENSG00000132646/ENSG00000197837/ENSG00000132383/ENSG00000178999/ENSG00000100479/ENSG00000117650","FALSE","FALSE","FALSE"
"GO:0035914","GO:0035914","GO:0035914","skeletal muscle cell differentiation",39,0.545407451181892,1.83359671580341,0.00169799765043122,0.0184153971984911,0.0142289070609114,1108,"tags=22%, list=8%, signal=20%","ENSG00000196092/ENSG00000170345/ENSG00000063660/ENSG00000154928/ENSG00000081189/ENSG00000148400/ENSG00000174738/ENSG00000108924/ENSG00000185022/ENSG00000123213/ENSG00000162772","FALSE","FALSE","FALSE"
"GO:0061298","GO:0061298","GO:0061298","retina vasculature development in camera-type eye",12,0.789710556126775,1.9618536321559,0.00172073281327381,0.0185472430283202,0.0143307795341893,1567,"tags=47%, list=12%, signal=41%","ENSG00000113721/ENSG00000099250/ENSG00000187498/ENSG00000139567/ENSG00000198844/ENSG00000174804/ENSG00000138061","FALSE","FALSE","FALSE"
"GO:0035924","GO:0035924","GO:0035924","cellular response to vascular endothelial growth factor stimulus",47,0.532113277248392,1.83301905502855,0.00174818584262375,0.0187662398616345,0.0144999904154034,1879,"tags=28%, list=14%, signal=24%","ENSG00000183287/ENSG00000113721/ENSG00000037280/ENSG00000162692/ENSG00000119630/ENSG00000179388/ENSG00000099250/ENSG00000148400/ENSG00000128917/ENSG00000123358/ENSG00000128052/ENSG00000156140/ENSG00000106025/ENSG00000118257/ENSG00000135046/ENSG00000148400","FALSE","FALSE","FALSE"
"GO:0050729","GO:0050729","GO:0050729","positive regulation of inflammatory response",67,0.464705463755878,1.70208274315252,0.00180059206880446,0.0191881882603047,0.0148260145833573,232,"tags=7%, list=2%, signal=7%","ENSG00000100078/ENSG00000125730/ENSG00000125730/ENSG00000146648/ENSG00000125730/ENSG00000188372","FALSE","TRUE","FALSE"
"GO:0003351","GO:0003351","GO:0003351","epithelial cilium movement involved in extracellular fluid movement",19,-0.74091060561021,-1.80331038717678,0.00181910698496479,0.0192931855890651,0.0149071421971944,1177,"tags=52%, list=9%, signal=48%","ENSG00000155761/ENSG00000284862/ENSG00000166171/ENSG00000165115/ENSG00000039139/ENSG00000165506/ENSG00000141519/ENSG00000154099/ENSG00000112981/ENSG00000256061/ENSG00000144451","FALSE","FALSE","FALSE"
"GO:0035809","GO:0035809","GO:0035809","regulation of urine volume",13,0.764537716488428,1.93403982569859,0.0018197201419331,0.0192931855890651,0.0149071421971944,1713,"tags=37%, list=13%, signal=32%","ENSG00000004939/ENSG00000113389/ENSG00000128271/ENSG00000136160/ENSG00000174808/ENSG00000174233/ENSG00000068001","FALSE","FALSE","FALSE"
"GO:0014829","GO:0014829","GO:0014829","vascular associated smooth muscle contraction",17,0.674672771694437,1.85294153266616,0.0018481647530829,0.019481656515463,0.0150527668213333,2128,"tags=52%, list=16%, signal=44%","ENSG00000274286/ENSG00000151617/ENSG00000127129/ENSG00000136160/ENSG00000133019/ENSG00000108405/ENSG00000128512/ENSG00000070961/ENSG00000127129/ENSG00000011405/ENSG00000183023","FALSE","FALSE","FALSE"
"GO:0140029","GO:0140029","GO:0140029","exocytic process",64,0.454607060708755,1.66546120728065,0.00193478994942066,0.0202325946997071,0.0156329894207663,1262,"tags=23%, list=9%, signal=21%","ENSG00000115956/ENSG00000158856/ENSG00000137501/ENSG00000158856/ENSG00000115155/ENSG00000104164/ENSG00000010671/ENSG00000139998/ENSG00000092531/ENSG00000165025/ENSG00000167371/ENSG00000108405/ENSG00000143553/ENSG00000135604/ENSG00000166900/ENSG00000104142/ENSG00000105514/ENSG00000114520","FALSE","FALSE","FALSE"
"GO:0007252","GO:0007252","GO:0007252","I-kappaB phosphorylation",12,0.784030934362363,1.94774392259037,0.00196851338538273,0.0205444055696689,0.015873914329496,3,"tags=7%, list=0%, signal=7%","ENSG00000196664","FALSE","FALSE","FALSE"
"GO:0044409","GO:0044409","GO:0044409","entry into host",79,0.436356933148576,1.68476353486243,0.00202575726110046,0.0209526990339695,0.0161893878267273,2410,"tags=35%, list=18%, signal=29%","ENSG00000132703/ENSG00000099250/ENSG00000135047/ENSG00000114378/ENSG00000135047/ENSG00000001036/ENSG00000183087/ENSG00000125266/ENSG00000166311/ENSG00000082781/ENSG00000121966/ENSG00000138760/ENSG00000186792/ENSG00000167601/ENSG00000072274/ENSG00000185896/ENSG00000171206/ENSG00000110651/ENSG00000112335/ENSG00000104142/ENSG00000110651/ENSG00000184990/ENSG00000166825/ENSG00000068001/ENSG00000166825/ENSG00000100097/ENSG00000141458/ENSG00000197635/ENSG00000198561/ENSG00000110395/ENSG00000105974/ENSG00000158769/ENSG00000166825/ENSG00000099250/ENSG00000121966","FALSE","FALSE","FALSE"
"GO:0000723","GO:0000723","GO:0000723","telomere maintenance",109,-0.501849253858881,-1.58060526404841,0.00202755205480807,0.0209526990339695,0.0161893878267273,2698,"tags=35%, list=20%, signal=28%","ENSG00000152457/ENSG00000174953/ENSG00000166848/ENSG00000128513/ENSG00000145912/ENSG00000035928/ENSG00000111445/ENSG00000110958/ENSG00000204569/ENSG00000020922/ENSG00000113522/ENSG00000110958/ENSG00000147601/ENSG00000138311/ENSG00000144034/ENSG00000049541/ENSG00000062822/ENSG00000118655/ENSG00000143799/ENSG00000100823/ENSG00000140451/ENSG00000163918/ENSG00000149311/ENSG00000106399/ENSG00000138375/ENSG00000146143/ENSG00000163029/ENSG00000285816/ENSG00000181085/ENSG00000174371/ENSG00000101868/ENSG00000160957/ENSG00000092330/ENSG00000133119/ENSG00000117748/ENSG00000051180/ENSG00000132646/ENSG00000197837/ENSG00000132383/ENSG00000178999/ENSG00000100479/ENSG00000117650","FALSE","FALSE","FALSE"
"GO:0003158","GO:0003158","GO:0003158","endothelium development",94,0.415906060067969,1.63282348546049,0.00215980437897158,0.0218773903456126,0.0169038631427677,2563,"tags=34%, list=19%, signal=27%","ENSG00000261371/ENSG00000140678/ENSG00000106991/ENSG00000099250/ENSG00000164736/ENSG00000148400/ENSG00000128917/ENSG00000265107/ENSG00000154764/ENSG00000164683/ENSG00000139567/ENSG00000186642/ENSG00000133639/ENSG00000121966/ENSG00000164683/ENSG00000079337/ENSG00000265107/ENSG00000174059/ENSG00000184113/ENSG00000132510/ENSG00000178878/ENSG00000137710/ENSG00000153162/ENSG00000164251/ENSG00000067182/ENSG00000128052/ENSG00000168214/ENSG00000125538/ENSG00000114790/ENSG00000148400/ENSG00000132510/ENSG00000261371/ENSG00000133121/ENSG00000158769/ENSG00000147065/ENSG00000066056/ENSG00000148516/ENSG00000099250/ENSG00000121966/ENSG00000159167/ENSG00000163430/ENSG00000179820","FALSE","FALSE","FALSE"
"GO:1903975","GO:1903975","GO:1903975","regulation of glial cell migration",11,0.77124582344057,1.89890494457084,0.0021627838364484,0.0218773903456126,0.0169038631427677,2327,"tags=53%, list=17%, signal=44%","ENSG00000169313/ENSG00000169508/ENSG00000182054/ENSG00000123384/ENSG00000129244/ENSG00000166780/ENSG00000143418/ENSG00000168329","FALSE","FALSE","FALSE"
"GO:0061383","GO:0061383","GO:0061383","trabecula morphogenesis",28,0.595117840636351,1.8842382784278,0.00222410239569601,0.0224544694843781,0.0173497511865487,816,"tags=29%, list=6%, signal=27%","ENSG00000112175/ENSG00000154734/ENSG00000106991/ENSG00000148400/ENSG00000128917/ENSG00000164683/ENSG00000166923/ENSG00000164050/ENSG00000166923/ENSG00000164683","FALSE","FALSE","FALSE"
"GO:0042744","GO:0042744","GO:0042744","hydrogen peroxide catabolic process",12,0.781212587580966,1.94074239041271,0.00224382573050976,0.0225544216486372,0.0174269805854289,305,"tags=53%, list=2%, signal=51%","ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000213931/ENSG00000213931/ENSG00000244734/ENSG00000213931/ENSG00000167419/ENSG00000244734","FALSE","FALSE","FALSE"
"GO:0098754","GO:0098754","GO:0098754","detoxification",66,0.470314167911895,1.72621870979806,0.00226763408640886,0.022676872882304,0.0175215941962329,611,"tags=21%, list=5%, signal=20%","ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000213931/ENSG00000213931/ENSG00000244734/ENSG00000213931/ENSG00000095303/ENSG00000163406/ENSG00000167419/ENSG00000244734/ENSG00000080546/ENSG00000164938/ENSG00000224586/ENSG00000132965","FALSE","FALSE","FALSE"
"GO:1902931","GO:1902931","GO:1902931","negative regulation of alcohol biosynthetic process",12,0.780377654119871,1.93866819090942,0.0022988882561087,0.0228368854966304,0.0176452301185691,1155,"tags=33%, list=9%, signal=30%","ENSG00000112175/ENSG00000115956/ENSG00000162676/ENSG00000050165/ENSG00000162676","FALSE","FALSE","FALSE"
"GO:0031640","GO:0031640","GO:0031640","killing of cells of other organism",15,0.718721170695257,1.89287665926182,0.00236453787423971,0.0231610227532605,0.0178956791775743,528,"tags=10%, list=4%, signal=10%","ENSG00000143954/ENSG00000165025","FALSE","FALSE","FALSE"
"GO:1901136","GO:1901136","GO:1901136","carbohydrate derivative catabolic process",140,0.365845667895756,1.54885810738266,0.00256885858700588,0.0246572922767353,0.0190517921713978,1713,"tags=28%, list=13%, signal=25%","ENSG00000182492/ENSG00000130287/ENSG00000007001/ENSG00000102032/ENSG00000063660/ENSG00000135047/ENSG00000106304/ENSG00000177628/ENSG00000114378/ENSG00000171408/ENSG00000198951/ENSG00000170266/ENSG00000135047/ENSG00000001036/ENSG00000198805/ENSG00000139610/ENSG00000049860/ENSG00000158825/ENSG00000109323/ENSG00000023697/ENSG00000102393/ENSG00000186642/ENSG00000162139/ENSG00000117151/ENSG00000284762/ENSG00000196743/ENSG00000186792/ENSG00000266200/ENSG00000141012/ENSG00000204386/ENSG00000183098/ENSG00000093072/ENSG00000161031/ENSG00000185674/ENSG00000163281/ENSG00000184588/ENSG00000198805/ENSG00000106268/ENSG00000112541/ENSG00000127415/ENSG00000165102/ENSG00000204386/ENSG00000103150/ENSG00000183098/ENSG00000165704/ENSG00000162512/ENSG00000181523/ENSG00000068001","FALSE","FALSE","FALSE"
"GO:0001505","GO:0001505","GO:0001505","regulation of neurotransmitter levels",155,0.351116550864844,1.48882159536643,0.00259175056710001,0.0248317085299564,0.019186557261189,1547,"tags=21%, list=12%, signal=19%","ENSG00000175471/ENSG00000115665/ENSG00000128271/ENSG00000115155/ENSG00000137880/ENSG00000081189/ENSG00000169684/ENSG00000135821/ENSG00000128683/ENSG00000104164/ENSG00000175471/ENSG00000188906/ENSG00000092531/ENSG00000166501/ENSG00000154764/ENSG00000118432/ENSG00000101098/ENSG00000186318/ENSG00000103546/ENSG00000124493/ENSG00000150594/ENSG00000112499/ENSG00000150594/ENSG00000167371/ENSG00000120907/ENSG00000108405/ENSG00000143553/ENSG00000135604/ENSG00000166900/ENSG00000166501/ENSG00000204385/ENSG00000104142/ENSG00000180176/ENSG00000165646/ENSG00000186912/ENSG00000110881/ENSG00000142319/ENSG00000145087/ENSG00000158528/ENSG00000111052/ENSG00000143858","FALSE","FALSE","FALSE"
"GO:0060561","GO:0060561","GO:0060561","apoptotic process involved in morphogenesis",11,0.765327850789491,1.88433414601684,0.00267966941325999,0.0254057866472544,0.0196301265249248,1879,"tags=53%, list=14%, signal=46%","ENSG00000142871/ENSG00000066336/ENSG00000148400/ENSG00000184916/ENSG00000066336/ENSG00000184916/ENSG00000067182/ENSG00000184916/ENSG00000148400","FALSE","FALSE","FALSE"
"GO:0051216","GO:0051216","GO:0051216","cartilage development",123,0.383651537842931,1.58502721796258,0.00268442325582322,0.0254057866472544,0.0196301265249248,1321,"tags=17%, list=10%, signal=15%","ENSG00000197921/ENSG00000182492/ENSG00000112175/ENSG00000142871/ENSG00000124216/ENSG00000159216/ENSG00000005073/ENSG00000081189/ENSG00000105997/ENSG00000114378/ENSG00000111199/ENSG00000154764/ENSG00000090863/ENSG00000171310/ENSG00000166923/ENSG00000139567/ENSG00000272573/ENSG00000172819/ENSG00000166923/ENSG00000186792/ENSG00000111186/ENSG00000178573/ENSG00000119042/ENSG00000124216/ENSG00000163513/ENSG00000153162","FALSE","FALSE","FALSE"
"GO:0046605","GO:0046605","GO:0046605","regulation of centrosome cycle",38,-0.623169939326278,-1.70665316218498,0.00275846636295214,0.0258496289183685,0.0199730672911388,2801,"tags=38%, list=21%, signal=30%","ENSG00000164695/ENSG00000181163/ENSG00000096717/ENSG00000166004/ENSG00000213024/ENSG00000115561/ENSG00000086065/ENSG00000108395/ENSG00000141577/ENSG00000151849/ENSG00000178295/ENSG00000147316/ENSG00000163611/ENSG00000087586/ENSG00000123473/ENSG00000162063/ENSG00000142731","FALSE","FALSE","FALSE"
"GO:0070884","GO:0070884","GO:0070884","regulation of calcineurin-NFAT signaling cascade",19,-0.730888947617663,-1.77891856471149,0.00276188050420591,0.0258496289183685,0.0199730672911388,2025,"tags=38%, list=15%, signal=32%","ENSG00000058668/ENSG00000187446/ENSG00000171735/ENSG00000151320/ENSG00000115641/ENSG00000163576/ENSG00000248746/ENSG00000017427","FALSE","FALSE","FALSE"
"GO:0033137","GO:0033137","GO:0033137","negative regulation of peptidyl-serine phosphorylation",22,0.62880448606167,1.86215299236526,0.00279362020855464,0.0260268330982291,0.0201099865103587,879,"tags=19%, list=7%, signal=18%","ENSG00000158856/ENSG00000158856/ENSG00000168209/ENSG00000116717/ENSG00000168398/ENSG00000019991","FALSE","FALSE","FALSE"
"GO:0030397","GO:0030397","GO:0030397","membrane disassembly",12,-0.787117465560122,-1.72810443688953,0.0027956579278516,0.0260268330982291,0.0201099865103587,1063,"tags=31%, list=8%, signal=29%","ENSG00000154229/ENSG00000170312/ENSG00000157456/ENSG00000166851/ENSG00000134057","FALSE","FALSE","FALSE"
"GO:0051081","GO:0051081","GO:0051081","nuclear envelope disassembly",12,-0.787117465560122,-1.72810443688953,0.0027956579278516,0.0260268330982291,0.0201099865103587,1063,"tags=31%, list=8%, signal=29%","ENSG00000154229/ENSG00000170312/ENSG00000157456/ENSG00000166851/ENSG00000134057","FALSE","FALSE","FALSE"
"GO:0010518","GO:0010518","GO:0010518","positive regulation of phospholipase activity",43,0.513626403781449,1.72734313834886,0.00283873122631878,0.0262631283795632,0.0202925632726623,1432,"tags=24%, list=11%, signal=21%","ENSG00000125910/ENSG00000007908/ENSG00000151617/ENSG00000142871/ENSG00000113721/ENSG00000169313/ENSG00000198121/ENSG00000120907/ENSG00000047648/ENSG00000157404/ENSG00000064547/ENSG00000047648","FALSE","FALSE","FALSE"
"GO:0043171","GO:0043171","GO:0043171","peptide catabolic process",21,0.657657749427344,1.90966283229316,0.00288272550671382,0.0266019932724819,0.0205543918401146,2300,"tags=48%, list=17%, signal=40%","ENSG00000128965/ENSG00000104324/ENSG00000160323/ENSG00000015413/ENSG00000166340/ENSG00000168060/ENSG00000128965/ENSG00000131067/ENSG00000166825/ENSG00000113441/ENSG00000166825/ENSG00000120054/ENSG00000133475/ENSG00000166825","FALSE","FALSE","FALSE"
"GO:0044321","GO:0044321","GO:0044321","response to leptin",20,-0.718087707902731,-1.76006243012733,0.00306879676495733,0.0279222058636728,0.0215744720511588,2558,"tags=48%, list=19%, signal=39%","ENSG00000163083/ENSG00000096717/ENSG00000118972/ENSG00000140463/ENSG00000105246/ENSG00000125863/ENSG00000145386/ENSG00000147465/ENSG00000171564/ENSG00000106633","FALSE","FALSE","FALSE"
"GO:0042475","GO:0042475","GO:0042475","odontogenesis of dentin-containing tooth",47,0.513616222662461,1.76930056694037,0.00309479962329301,0.0279222058636728,0.0215744720511588,3448,"tags=41%, list=26%, signal=30%","ENSG00000171243/ENSG00000119919/ENSG00000164690/ENSG00000150907/ENSG00000087258/ENSG00000184916/ENSG00000110719/ENSG00000134363/ENSG00000070193/ENSG00000119919/ENSG00000184916/ENSG00000184916/ENSG00000150907/ENSG00000064300/ENSG00000127152/ENSG00000106571/ENSG00000184916/ENSG00000119535/ENSG00000067836/ENSG00000186951/ENSG00000115221/ENSG00000167522/ENSG00000177706/ENSG00000108950/ENSG00000070018","FALSE","FALSE","FALSE"
"GO:0050870","GO:0050870","GO:0050870","positive regulation of T cell activation",109,0.389219078651932,1.57029408111601,0.00312005518829941,0.0280999809287215,0.0217118323725823,39,"tags=10%, list=0%, signal=10%","ENSG00000167244/ENSG00000103855/ENSG00000189403/ENSG00000010810/ENSG00000105246/ENSG00000113302/ENSG00000110492/ENSG00000144381/ENSG00000017427/ENSG00000198805/ENSG00000115457/ENSG00000188372/ENSG00000100097","TRUE","FALSE","FALSE"
"GO:0015802","GO:0015802","GO:0015802","basic amino acid transport",14,0.716709211564668,1.87153707073916,0.00313587239641816,0.0280999809287215,0.0217118323725823,2344,"tags=53%, list=18%, signal=44%","ENSG00000138079/ENSG00000112499/ENSG00000139370/ENSG00000040487/ENSG00000177058/ENSG00000188338/ENSG00000099960/ENSG00000188603/ENSG00000103064","FALSE","FALSE","FALSE"
"GO:0060713","GO:0060713","GO:0060713","labyrinthine layer morphogenesis",14,0.718105221912021,1.87518246146952,0.00313587239641816,0.0280999809287215,0.0217118323725823,251,"tags=17%, list=2%, signal=16%","ENSG00000146374/ENSG00000188064/ENSG00000083307","FALSE","FALSE","FALSE"
"GO:0042769","GO:0042769","GO:0042769","DNA damage response, detection of DNA damage",33,-0.629285056986533,-1.6971974052518,0.00315975888607071,0.0281304901140225,0.0217354057094738,2509,"tags=47%, list=19%, signal=38%","ENSG00000061794/ENSG00000035928/ENSG00000111445/ENSG00000070950/ENSG00000137601/ENSG00000049541/ENSG00000062822/ENSG00000143799/ENSG00000163918/ENSG00000106399/ENSG00000160226/ENSG00000137601/ENSG00000133119/ENSG00000117748/ENSG00000132646/ENSG00000132383/ENSG00000143476","FALSE","FALSE","FALSE"
"GO:1902644","GO:1902644","GO:1902644","tertiary alcohol metabolic process",10,0.782767012528876,1.85804682430062,0.00331892565863105,0.0292911895375828,0.0226322359024629,1607,"tags=40%, list=12%, signal=35%","ENSG00000112175/ENSG00000162552/ENSG00000050165/ENSG00000196139/ENSG00000196139/ENSG00000117448","FALSE","FALSE","FALSE"
"GO:0034109","GO:0034109","GO:0034109","homotypic cell-cell adhesion",59,0.46859192672279,1.71225006394713,0.00356797186014642,0.0312792199739503,0.024168314652676,743,"tags=20%, list=6%, signal=19%","ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000115956/ENSG00000158856/ENSG00000158856/ENSG00000183779/ENSG00000169313/ENSG00000244734/ENSG00000149781/ENSG00000165025/ENSG00000154127/ENSG00000142615/ENSG00000185532","FALSE","FALSE","FALSE"
"GO:0071887","GO:0071887","GO:0071887","leukocyte apoptotic process",65,0.453302464217569,1.66685476939831,0.00368224450956293,0.03220630368959,0.0248846384921967,2844,"tags=44%, list=21%, signal=35%","ENSG00000008513/ENSG00000135047/ENSG00000081189/ENSG00000010671/ENSG00000135047/ENSG00000183087/ENSG00000241839/ENSG00000107562/ENSG00000153208/ENSG00000167207/ENSG00000167601/ENSG00000119457/ENSG00000196950/ENSG00000151651/ENSG00000172057/ENSG00000180353/ENSG00000185950/ENSG00000107562/ENSG00000135046/ENSG00000081181/ENSG00000157514/ENSG00000123143/ENSG00000065675/ENSG00000126353/ENSG00000113916/ENSG00000185950/ENSG00000107099/ENSG00000137154/ENSG00000106571/ENSG00000185507/ENSG00000051382/ENSG00000249861/ENSG00000143772/ENSG00000126456/ENSG00000151651","FALSE","FALSE","FALSE"
"GO:0090162","GO:0090162","GO:0090162","establishment of epithelial cell polarity",22,0.622045926686034,1.84213807223604,0.00369154338955969,0.03220630368959,0.0248846384921967,2309,"tags=31%, list=17%, signal=26%","ENSG00000197921/ENSG00000008256/ENSG00000114541/ENSG00000108669/ENSG00000109062/ENSG00000114315/ENSG00000148498/ENSG00000196535/ENSG00000113384/ENSG00000147065","FALSE","FALSE","FALSE"
"GO:0072337","GO:0072337","GO:0072337","modified amino acid transport",21,0.647217360499277,1.87934672530898,0.00370433721144524,0.03220630368959,0.0248846384921967,2305,"tags=44%, list=17%, signal=36%","ENSG00000152779/ENSG00000158296/ENSG00000021488/ENSG00000138079/ENSG00000163817/ENSG00000109062/ENSG00000174827/ENSG00000076351/ENSG00000115902/ENSG00000004809/ENSG00000040531","FALSE","FALSE","FALSE"
"GO:0033572","GO:0033572","GO:0033572","transferrin transport",26,0.601197644825754,1.87346890980738,0.00380905345770517,0.0329533243215941,0.0254618341416199,3124,"tags=66%, list=23%, signal=50%","ENSG00000071553/ENSG00000110719/ENSG00000113732/ENSG00000033627/ENSG00000072274/ENSG00000047249/ENSG00000131100/ENSG00000100554/ENSG00000117410/ENSG00000114573/ENSG00000136888/ENSG00000159720/ENSG00000147416/ENSG00000114573/ENSG00000079805/ENSG00000143882/ENSG00000090674/ENSG00000079805/ENSG00000155097/ENSG00000171130/ENSG00000115107/ENSG00000128524/ENSG00000090674","FALSE","FALSE","FALSE"
"GO:0070663","GO:0070663","GO:0070663","regulation of leukocyte proliferation",108,0.397781629157039,1.61083432696046,0.00382004384466133,0.0329941389538893,0.0254933701222667,39,"tags=4%, list=0%, signal=4%","ENSG00000017427/ENSG00000198805/ENSG00000115457/ENSG00000188372/ENSG00000136235","FALSE","FALSE","FALSE"
"GO:0061448","GO:0061448","GO:0061448","connective tissue development",161,0.353428969668868,1.50842338566187,0.00399871745150081,0.034144892524179,0.0263825155164809,1321,"tags=16%, list=10%, signal=14%","ENSG00000197921/ENSG00000182492/ENSG00000112175/ENSG00000142871/ENSG00000113721/ENSG00000124216/ENSG00000159216/ENSG00000005073/ENSG00000184937/ENSG00000081189/ENSG00000105997/ENSG00000114378/ENSG00000148400/ENSG00000111199/ENSG00000154764/ENSG00000083720/ENSG00000090863/ENSG00000171310/ENSG00000166923/ENSG00000139567/ENSG00000272573/ENSG00000172819/ENSG00000166923/ENSG00000186792/ENSG00000111186/ENSG00000178573/ENSG00000174059/ENSG00000119042/ENSG00000124216/ENSG00000163513/ENSG00000170962/ENSG00000153162","FALSE","FALSE","FALSE"
"GO:0032970","GO:0032970","GO:0032970","regulation of actin filament-based process",278,0.308826692366599,1.39208756415802,0.00401265595786079,0.0342083798028326,0.0264315698256428,2396,"tags=24%, list=18%, signal=20%","ENSG00000162552/ENSG00000133789/ENSG00000075340/ENSG00000115956/ENSG00000113721/ENSG00000158856/ENSG00000163157/ENSG00000158856/ENSG00000075618/ENSG00000101336/ENSG00000099250/ENSG00000075618/ENSG00000179604/ENSG00000111432/ENSG00000151067/ENSG00000182578/ENSG00000136717/ENSG00000128283/ENSG00000198121/ENSG00000034971/ENSG00000103647/ENSG00000145147/ENSG00000125753/ENSG00000106683/ENSG00000265107/ENSG00000177105/ENSG00000107562/ENSG00000128283/ENSG00000070182/ENSG00000171522/ENSG00000104880/ENSG00000128340/ENSG00000047648/ENSG00000050405/ENSG00000079337/ENSG00000265107/ENSG00000149564/ENSG00000006740/ENSG00000164961/ENSG00000124126/ENSG00000251322/ENSG00000074964/ENSG00000160460/ENSG00000182578/ENSG00000137710/ENSG00000184588/ENSG00000164251/ENSG00000123384/ENSG00000047648/ENSG00000133789/ENSG00000198844/ENSG00000158528/ENSG00000197461/ENSG00000148700/ENSG00000164741/ENSG00000180353/ENSG00000166949/ENSG00000132970/ENSG00000130340/ENSG00000132854/ENSG00000140750/ENSG00000107562/ENSG00000267795/ENSG00000139725/ENSG00000171132/ENSG00000150764/ENSG00000130429/ENSG00000089159/ENSG00000126353/ENSG00000128849/ENSG00000100034/ENSG00000172403/ENSG00000136717/ENSG00000137478/ENSG00000151239/ENSG00000105974/ENSG00000130755/ENSG00000046653/ENSG00000145675/ENSG00000158769/ENSG00000166949/ENSG00000124145/ENSG00000099250/ENSG00000158092/ENSG00000182484/ENSG00000077264","FALSE","FALSE","FALSE"
"GO:0033002","GO:0033002","GO:0033002","muscle cell proliferation",122,0.391484875263903,1.60403915160602,0.00422839099213784,0.0354182827064325,0.0273664177565611,1271,"tags=18%, list=10%, signal=17%","ENSG00000197921/ENSG00000137801/ENSG00000113721/ENSG00000146674/ENSG00000159216/ENSG00000154734/ENSG00000100292/ENSG00000113389/ENSG00000154928/ENSG00000081189/ENSG00000124762/ENSG00000164690/ENSG00000148400/ENSG00000166831/ENSG00000185532/ENSG00000096968/ENSG00000185386/ENSG00000173334/ENSG00000198959/ENSG00000008083/ENSG00000189058/ENSG00000204472/ENSG00000068024/ENSG00000121068/ENSG00000103034/ENSG00000163513/ENSG00000170962","FALSE","FALSE","FALSE"
"GO:0150116","GO:0150116","GO:0150116","regulation of cell-substrate junction organization",58,0.480316558367408,1.73257218247468,0.00428984730870344,0.0358168203869525,0.0276743533147936,2332,"tags=27%, list=18%, signal=23%","ENSG00000137801/ENSG00000162552/ENSG00000158856/ENSG00000158856/ENSG00000099250/ENSG00000034971/ENSG00000166923/ENSG00000139567/ENSG00000166923/ENSG00000047648/ENSG00000189058/ENSG00000157227/ENSG00000123384/ENSG00000047648/ENSG00000164741/ENSG00000166949/ENSG00000128052/ENSG00000100034/ENSG00000046653/ENSG00000145675/ENSG00000166949/ENSG00000124145/ENSG00000099250","FALSE","FALSE","FALSE"
